Date,EM,ES,MMT,MMS,PDT,PDS,PUT,PUS,IM,All
Tue_Mar_06_150521_EST_2012,2,0,0,0,0,0,0,0,0,2
Thu_Aug_09_110432_EDT_2012,0,0,0,0,0,0,0,0,5,5
Wed_Jan_12_105742_EST_2011,2,0,0,0,0,0,0,0,0,2
Wed_Nov_02_174116_EDT_2011,0,0,0,0,0,0,0,0,2,2
Thu_Nov_10_143248_EST_2011,2,0,0,0,0,0,0,0,0,2
Fri_Sep_13_090857_EDT_2013,0,0,0,0,0,0,0,0,2,2
Wed_Sep_14_160656_EDT_2011,2,0,0,0,0,0,0,0,0,2
Wed_Oct_05_144030_EDT_2011,2,0,0,0,0,0,0,0,0,2
Mon_May_11_060905_EDT_2015,2,0,0,0,0,0,0,0,0,2
Wed_Feb_01_093405_EST_2012,4,0,0,0,0,0,0,0,0,4
Fri_Dec_30_061801_EST_2011,0,0,0,0,0,2,0,0,0,2
Tue_Jun_21_082755_EDT_2011,2,0,0,0,0,0,0,0,0,2
Thu_Oct_20_074116_EDT_2011,2,0,0,0,0,0,0,0,0,2
Thu_Aug_11_141014_EDT_2011,2,0,0,0,0,0,0,0,0,2
Sun_Feb_10_063712_EST_2013,3,0,0,0,0,0,0,0,0,3
Mon_Dec_24_155603_EST_2012,2,0,0,0,0,0,0,0,0,2
Sun_Jan_27_152654_EST_2013,0,1,0,0,0,0,0,1,0,2
Sun_Jan_27_152654_EST_2013,0,1,0,0,0,0,0,1,0,2
Sun_Jan_27_152654_EST_2013,0,1,0,0,0,0,0,1,0,2
Sun_Jan_27_152654_EST_2013,0,1,0,0,0,0,0,1,0,2
Sun_Jan_27_152654_EST_2013,0,0,0,0,0,0,3,0,0,3
Sat_Feb_09_142505_EST_2013,1,0,6,0,0,0,0,0,0,7
Sat_Feb_09_142505_EST_2013,0,0,0,6,0,0,0,0,0,6
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Sep_05_060651_EDT_2013,2,0,0,0,0,0,0,0,0,2
Wed_Jul_03_081926_EDT_2013,2,0,0,0,0,0,0,0,0,2
Tue_Jan_22_124225_EST_2013,2,0,0,0,0,0,0,0,0,2
Wed_Jan_30_115038_EST_2013,2,0,0,0,0,0,0,0,0,2
Thu_Apr_25_022623_EDT_2013,2,0,0,0,0,0,0,0,0,2
Fri_Aug_16_105210_EDT_2013,2,0,0,1,0,0,0,0,0,3
Wed_Feb_20_120507_EST_2013,5,0,0,0,0,0,0,0,0,5
Tue_Nov_20_035434_EST_2012,3,0,0,0,0,0,0,0,0,3
Tue_Mar_19_074840_EDT_2013,1,0,0,0,0,0,0,1,0,2
Wed_Jan_23_083042_EST_2013,0,0,0,0,0,0,0,2,1,3
Wed_Jan_23_083042_EST_2013,0,0,0,0,0,0,2,0,0,2
Fri_Mar_01_054811_EST_2013,2,0,0,0,0,0,0,0,0,2
Fri_Mar_01_054811_EST_2013,0,0,0,0,0,0,0,0,2,2
Wed_Jul_09_035610_EDT_2014,2,0,0,0,0,0,0,0,0,2
Wed_Apr_24_085958_EDT_2013,4,0,0,0,0,0,0,0,0,4
Wed_Apr_24_085958_EDT_2013,2,0,0,0,0,0,0,0,0,2
Wed_Jan_30_114758_EST_2013,2,0,0,0,0,0,0,0,0,2
Thu_Aug_01_113252_EDT_2013,1,0,0,0,0,0,0,0,1,2
Wed_Mar_06_024511_EST_2013,4,0,0,0,0,0,0,0,0,4
Fri_Oct_19_140336_EDT_2012,2,0,0,0,0,0,0,0,0,2
Fri_Jul_09_064725_EDT_2010,2,0,0,0,0,0,0,0,0,2
Sat_Mar_16_034053_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Mar_15_053156_EDT_2012,4,0,0,0,0,0,0,0,0,4
Wed_May_14_085009_EDT_2014,0,0,0,2,0,0,0,0,0,2
Wed_May_14_085009_EDT_2014,0,0,2,0,0,0,0,0,0,2
Mon_Apr_07_091514_EDT_2014,2,0,0,0,0,0,0,0,0,2
Fri_Mar_23_053825_EDT_2012,2,0,0,0,0,0,0,0,0,2
Wed_Mar_20_200209_EDT_2013,0,0,0,0,0,0,0,0,2,2
Thu_Apr_17_034641_EDT_2014,0,0,0,0,0,0,0,0,2,2
Sat_May_29_103445_EDT_2010,0,0,0,1,0,0,0,1,0,2
Sat_May_29_103445_EDT_2010,0,0,1,0,0,0,2,0,0,3
Sat_May_29_103445_EDT_2010,0,0,1,0,0,0,2,0,0,3
Sat_May_29_103445_EDT_2010,0,0,0,1,0,0,0,1,0,2
Wed_Aug_19_065901_EDT_2009,2,0,0,0,0,0,0,0,0,2
Sat_Dec_22_050946_EST_2012,3,0,0,0,0,0,0,0,0,3
Sat_Dec_22_050946_EST_2012,3,0,0,0,0,0,0,0,0,3
Mon_Apr_14_041625_EDT_2014,7,0,0,0,0,0,0,0,0,7
Sun_Apr_06_095650_EDT_2014,7,0,0,0,0,0,0,0,0,7
Mon_Apr_14_041626_EDT_2014,2,0,0,0,0,0,0,0,0,2
Tue_Dec_09_105025_EST_2014,2,0,0,0,0,0,0,0,0,2
Thu_Jun_20_090544_EDT_2013,1,0,2,0,0,0,0,0,0,3
Sun_May_30_070913_EDT_2010,0,0,2,0,0,0,1,0,0,3
Sun_May_30_070913_EDT_2010,0,0,0,1,0,0,0,1,0,2
Sun_May_30_070913_EDT_2010,0,0,0,1,0,0,0,1,0,2
Sun_May_30_070913_EDT_2010,0,0,0,0,0,0,2,0,0,2
Sun_May_30_070913_EDT_2010,0,0,0,0,0,0,2,0,0,2
Tue_May_14_100044_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Dec_19_122800_EST_2013,4,0,0,0,0,0,0,0,0,4
Wed_Sep_04_115630_EDT_2013,0,0,0,0,0,0,0,0,2,2
Wed_Sep_19_185531_EDT_2012,0,0,1,0,0,0,1,0,0,2
Mon_Sep_20_070915_EDT_2010,3,0,0,0,0,0,0,0,0,3
Sat_Jan_02_124632_EST_2010,1,0,0,1,0,0,0,0,0,2
Mon_Dec_03_212936_EST_2012,0,1,0,0,0,0,0,4,0,5
Mon_Dec_03_212936_EST_2012,3,0,0,0,0,0,0,0,0,3
Mon_Dec_03_212936_EST_2012,0,0,0,0,0,0,4,0,0,4
Mon_Aug_22_062113_EDT_2016,0,0,0,0,0,0,0,0,3,3
Thu_Aug_13_112325_EDT_2015,0,1,0,0,0,0,0,6,0,7
Thu_Aug_13_112325_EDT_2015,0,0,0,0,0,0,6,0,0,6
Wed_Sep_12_225722_EDT_2012,0,1,0,0,0,0,0,1,0,2
Wed_Sep_12_225722_EDT_2012,0,1,0,0,0,0,0,3,0,4
Wed_Sep_12_225722_EDT_2012,0,0,0,0,0,0,3,0,0,3
Wed_Sep_12_225722_EDT_2012,0,0,0,0,0,2,0,0,0,2
Mon_Sep_05_112133_EDT_2011,2,0,0,0,0,0,0,0,0,2
Tue_Jun_28_020839_EDT_2011,2,0,0,0,0,0,0,0,0,2
Thu_Jul_22_202909_EDT_2010,2,0,0,0,0,0,0,0,0,2
Tue_Mar_29_170416_EDT_2011,3,0,0,0,0,0,0,0,0,3
Mon_Jan_10_112358_EST_2011,0,0,0,0,0,0,0,0,2,2
Thu_Jan_10_032745_EST_2013,2,0,0,0,0,0,0,0,0,2
Tue_Aug_25_013600_EDT_2009,0,0,0,4,0,0,0,0,0,4
Tue_Aug_25_013600_EDT_2009,0,0,4,0,0,0,0,0,0,4
Mon_Oct_12_135738_EDT_2009,6,0,0,0,0,0,0,0,0,6
Sun_Sep_13_144818_EDT_2015,2,0,0,0,0,0,0,0,0,2
Sun_Sep_13_144818_EDT_2015,4,0,0,0,0,0,0,0,0,4
Wed_Apr_27_120027_EDT_2011,2,0,0,0,0,0,0,0,0,2
Thu_Jul_22_145938_EDT_2010,0,0,0,0,0,0,0,3,0,3
Thu_Jul_22_145938_EDT_2010,0,0,0,0,0,0,3,0,0,3
Tue_Oct_13_235814_EDT_2009,3,0,0,0,0,0,0,0,0,3
Tue_Jun_28_020839_EDT_2011,2,0,0,0,0,0,0,0,0,2
Fri_Jan_07_155223_EST_2011,0,0,0,0,0,0,0,0,2,2
Mon_Apr_02_213716_EDT_2012,2,0,0,0,0,0,0,0,0,2
Mon_Jun_27_200330_EDT_2011,4,0,0,0,0,0,0,0,0,4
Fri_Jul_31_104204_EDT_2015,2,0,0,0,0,0,0,0,0,2
Fri_Jul_30_165359_EDT_2010,1,0,0,0,0,0,2,0,0,3
Fri_Jul_30_165359_EDT_2010,0,0,0,0,0,0,0,2,0,2
Tue_Jan_05_080757_EST_2016,2,0,0,0,0,0,0,0,0,2
Mon_Mar_14_061812_EDT_2011,0,0,0,3,0,0,0,0,0,3
Mon_Mar_14_061812_EDT_2011,0,0,3,0,0,0,0,0,0,3
Sat_Sep_18_094123_EDT_2010,0,0,0,2,0,0,0,0,0,2
Sat_Sep_18_094123_EDT_2010,0,0,2,0,0,0,0,0,0,2
Wed_Jun_01_122952_EDT_2016,2,0,0,0,0,0,0,0,0,2
Wed_Jun_01_122952_EDT_2016,4,0,0,0,0,0,0,0,0,4
Fri_Sep_11_100339_EDT_2015,0,0,0,0,0,0,0,0,4,4
Fri_May_20_104224_EDT_2016,2,0,0,0,0,0,0,0,0,2
Thu_Sep_23_175523_EDT_2010,2,0,0,0,0,0,0,0,0,2
Wed_May_11_053024_EDT_2016,2,0,0,0,0,0,0,0,0,2
Thu_Feb_14_062726_EST_2013,2,0,0,0,0,0,0,0,0,2
Mon_Aug_31_080559_EDT_2015,0,0,0,0,0,0,0,0,2,2
Fri_Feb_11_065321_EST_2011,4,0,0,0,0,0,0,0,0,4
Mon_May_30_065456_EDT_2016,0,1,0,0,0,0,0,37,0,38
Mon_May_30_065456_EDT_2016,4,0,0,0,0,0,0,0,0,4
Mon_May_30_065456_EDT_2016,0,0,0,0,0,0,37,0,0,37
Mon_Sep_02_150656_EDT_2013,3,0,0,0,0,0,0,0,0,3
Thu_Jul_29_065747_EDT_2010,0,0,4,0,0,0,0,0,0,4
Thu_Jul_29_065747_EDT_2010,0,0,0,2,0,0,0,0,0,2
Mon_Jan_09_104050_EST_2012,1,0,0,0,0,0,0,0,1,2
Thu_Apr_21_094805_EDT_2011,2,0,0,0,0,0,0,0,0,2
Wed_Oct_21_160803_EDT_2015,3,0,0,0,0,0,0,0,0,3
Mon_Feb_08_093842_EST_2016,2,0,0,0,0,0,0,0,0,2
Mon_Feb_08_093842_EST_2016,2,0,0,0,0,0,0,0,0,2
Thu_Oct_29_185815_EDT_2015,5,0,0,0,0,0,0,0,0,5
Thu_Apr_21_144259_EDT_2011,2,0,0,0,0,0,0,0,0,2
Thu_Jul_12_033724_EDT_2012,8,0,0,0,0,0,0,0,0,8
Fri_Feb_26_063758_EST_2016,0,1,0,0,0,0,0,36,0,37
Fri_Feb_26_063758_EST_2016,0,0,0,0,0,0,36,0,0,36
Thu_Mar_12_095036_EDT_2015,0,1,0,0,0,0,0,1,0,2
Thu_Mar_12_095036_EDT_2015,0,1,0,0,0,0,0,1,0,2
Thu_Mar_12_095036_EDT_2015,0,0,0,0,0,0,2,0,0,2
Mon_May_27_041540_EDT_2013,1,0,0,0,0,0,0,0,1,2
Mon_May_27_041540_EDT_2013,2,0,0,0,0,0,0,0,1,3
Tue_Mar_22_084444_EDT_2011,2,0,0,0,0,0,0,0,0,2
Wed_Dec_04_053036_EST_2013,4,0,0,0,0,0,0,0,0,4
Tue_Jun_11_031611_EDT_2013,2,0,0,0,0,0,0,0,0,2
Thu_Aug_26_100149_EDT_2010,1,1,0,0,0,0,0,0,0,2
Thu_Aug_26_100149_EDT_2010,3,1,0,0,0,0,0,0,0,4
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,1,0,2
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,1,0,0,0,0,0,2,0,3
Thu_Aug_10_091734_EDT_2017,0,0,0,0,0,0,8,0,0,8
Thu_Aug_10_091734_EDT_2017,0,0,0,0,0,0,14,0,0,14
Thu_Mar_24_063836_EDT_2011,2,0,0,0,0,0,0,0,0,2
Mon_Aug_17_031644_EDT_2015,1,0,0,0,0,0,0,0,2,3
Wed_Feb_15_124238_EST_2012,3,0,0,0,0,0,0,0,0,3
Wed_Feb_15_124238_EST_2012,2,0,0,0,0,0,0,0,0,2
Tue_Jun_30_082959_EDT_2015,0,0,0,0,0,0,0,4,0,4
Tue_Jun_30_082959_EDT_2015,0,0,0,0,0,0,8,0,0,8
Tue_Jun_30_082959_EDT_2015,0,0,0,0,0,0,0,4,0,4
Mon_Sep_05_065614_EDT_2011,2,0,0,0,0,0,0,0,0,2
Tue_Jul_18_025200_EDT_2017,4,0,0,0,0,0,0,0,0,4
Mon_Oct_25_120532_EDT_2010,2,0,0,0,0,0,0,0,0,2
Wed_Dec_10_112521_EST_2014,2,0,0,0,0,0,0,0,0,2
Fri_Dec_10_114327_EST_2010,2,0,0,0,0,0,0,0,0,2
Fri_Apr_10_045949_EDT_2015,0,0,0,0,0,0,0,4,0,4
Fri_Apr_10_045949_EDT_2015,0,0,0,0,0,0,4,0,0,4
Wed_Feb_03_193356_EST_2016,2,0,0,0,0,0,0,0,0,2
Tue_Jan_18_085717_EST_2011,0,0,0,0,0,0,0,0,2,2
Tue_Sep_06_043727_EDT_2011,7,0,0,0,0,0,0,0,0,7
Tue_Dec_16_151458_EST_2014,1,0,0,0,0,0,1,0,0,2
Tue_Dec_16_151458_EST_2014,1,0,0,3,0,0,0,0,1,5
Tue_Dec_16_151458_EST_2014,0,0,4,0,0,0,0,0,0,4
Wed_Aug_03_103831_EDT_2016,0,0,0,0,0,0,0,0,2,2
Mon_May_16_053005_EDT_2016,2,0,0,0,0,0,0,0,0,2
Thu_Jul_15_042858_EDT_2010,0,0,0,0,0,0,0,2,0,2
Thu_Jul_15_042858_EDT_2010,0,0,0,0,0,0,2,0,0,2
Fri_Oct_11_052745_EDT_2013,0,0,0,3,0,0,0,0,0,3
Fri_Oct_11_052745_EDT_2013,0,0,3,0,0,0,0,0,0,3
Thu_Jun_24_045808_EDT_2010,2,0,0,0,0,0,0,0,0,2
Thu_Jul_29_122716_EDT_2010,0,0,0,4,0,0,0,0,0,4
Thu_Jul_29_122716_EDT_2010,0,0,4,0,0,0,0,0,0,4
Fri_Dec_21_145318_EST_2012,0,0,0,0,0,0,0,0,3,3
Sun_Nov_30_210242_EST_2014,2,0,0,0,0,0,0,0,0,2
Sun_Jan_31_140232_EST_2016,2,0,0,0,0,0,0,0,0,2
Sun_Jan_31_140232_EST_2016,2,0,0,0,0,0,0,0,0,2
Fri_Feb_26_060442_EST_2016,3,0,0,0,0,0,0,0,0,3
Thu_Aug_12_141137_EDT_2010,0,1,0,0,0,0,0,1,0,2
Thu_Aug_12_141137_EDT_2010,2,0,0,0,0,0,0,0,0,2
Sun_Nov_21_082143_EST_2010,0,0,0,3,0,0,0,0,0,3
Sun_Nov_21_082143_EST_2010,0,0,3,0,0,0,0,0,0,3
Tue_May_17_133707_EDT_2016,2,0,0,0,0,0,0,0,0,2
Tue_May_17_133707_EDT_2016,2,0,0,0,0,0,0,0,0,2
Wed_Mar_23_142639_EDT_2016,12,0,0,0,0,0,0,0,0,12
Thu_Jul_29_033832_EDT_2010,2,0,0,0,0,0,0,0,0,2
Thu_Sep_23_114012_EDT_2010,2,0,0,0,0,0,0,0,0,2
Mon_Aug_24_062043_EDT_2015,0,0,2,0,0,0,0,0,0,2
Wed_Aug_31_062407_EDT_2011,0,0,1,0,0,0,0,1,0,2
Wed_Aug_31_062407_EDT_2011,0,0,0,0,0,0,2,0,0,2
Fri_Sep_21_113136_EDT_2012,5,0,0,0,0,0,0,0,0,5
Fri_Feb_19_080322_EST_2016,0,0,0,0,0,0,0,0,2,2
Tue_Jun_22_034805_EDT_2010,0,0,1,0,0,0,0,0,2,3
Tue_Jun_22_034805_EDT_2010,0,0,0,5,0,0,0,0,0,5
Tue_Jun_22_034805_EDT_2010,0,0,4,0,0,0,0,0,0,4
Fri_Apr_10_045921_EDT_2015,2,0,0,0,0,0,0,0,0,2
Sat_Jul_31_060929_EDT_2010,2,0,0,0,0,0,0,0,0,2
Sat_Jul_31_060929_EDT_2010,1,0,0,0,0,1,0,0,1,3
Sat_Jul_31_060929_EDT_2010,0,0,0,0,2,0,0,0,0,2
Thu_Jul_23_114030_EDT_2015,0,0,0,0,0,0,0,4,0,4
Thu_Jul_23_114030_EDT_2015,0,0,0,0,0,0,8,0,0,8
Thu_Jul_23_114030_EDT_2015,0,0,0,0,0,0,0,4,0,4
Wed_Apr_29_124432_EDT_2015,3,0,0,0,0,0,0,0,0,3
Fri_Sep_04_092834_EDT_2015,0,0,0,0,0,4,0,0,0,4
Fri_Sep_04_092834_EDT_2015,0,0,0,0,2,0,0,0,0,2
Wed_Nov_10_071344_EST_2010,0,0,0,3,0,0,0,0,0,3
Wed_Nov_10_071344_EST_2010,0,0,3,0,0,0,0,0,0,3
Wed_Oct_16_064546_EDT_2013,0,1,0,0,0,0,0,1,0,2
Sat_May_09_151707_EDT_2015,2,0,0,0,0,0,0,0,0,2
Tue_Jun_24_120806_EDT_2014,2,0,0,0,0,0,0,0,0,2
Mon_Dec_07_190156_EST_2015,2,0,0,0,0,0,0,0,0,2
Wed_Aug_04_115139_EDT_2010,0,0,0,0,0,2,0,0,0,2
Wed_Aug_04_115139_EDT_2010,0,0,0,0,2,0,0,0,0,2
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,0,1,0,0,0,0,0,2,0,3
Fri_Jul_29_110656_EDT_2016,5,0,0,0,0,0,0,0,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,3,0,3
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,5,0,5
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,3,0,3
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,4,0,4
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,7,0,7
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,2,0,2
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,0,6,0,6
Fri_Jul_29_110656_EDT_2016,0,0,0,0,0,0,16,0,0,16
Mon_Dec_13_122055_EST_2010,0,0,0,2,0,0,0,0,0,2
Mon_Dec_13_122055_EST_2010,0,0,2,0,0,0,0,0,0,2
Wed_Mar_30_100720_EDT_2011,3,0,0,0,0,0,0,0,0,3
Tue_Jan_18_114223_EST_2011,2,0,0,0,0,0,0,0,0,2
Tue_Jan_05_120838_EST_2016,3,0,0,0,0,0,0,0,0,3
Mon_Aug_17_154032_EDT_2015,0,0,0,2,0,0,0,0,0,2
Mon_Aug_17_154032_EDT_2015,0,0,2,0,0,0,0,0,0,2
Tue_Jan_29_114309_EST_2013,0,0,0,2,0,0,0,0,0,2
Tue_Jan_29_114309_EST_2013,0,0,2,0,0,0,0,0,0,2
Wed_Sep_19_104600_EDT_2012,0,0,0,0,0,0,2,0,0,2
Wed_Nov_21_112130_EST_2012,2,0,0,0,0,0,0,0,0,2
Mon_Jun_17_095228_EDT_2013,0,0,0,0,0,0,0,8,0,8
Mon_Jun_17_095228_EDT_2013,0,0,0,0,0,0,8,0,0,8
Fri_Mar_14_121820_EDT_2014,2,0,0,0,0,0,0,0,0,2
Fri_Jul_08_112020_EDT_2016,4,0,0,0,0,0,0,0,0,4
Wed_Apr_26_110120_EDT_2017,3,0,0,0,0,0,0,0,0,3
Wed_Apr_26_110120_EDT_2017,2,0,0,0,0,0,0,0,0,2
Sat_Aug_03_085553_EDT_2013,0,0,0,0,0,0,0,2,0,2
Sat_Aug_03_085553_EDT_2013,0,0,0,0,0,0,4,0,0,4
Fri_Mar_11_142757_EST_2011,1,0,0,0,0,0,0,0,1,2
Fri_Jul_15_121610_EDT_2016,2,0,0,0,0,0,0,0,0,2
Mon_May_09_035937_EDT_2011,0,0,0,0,0,0,7,0,0,7
Wed_Jan_18_083418_EST_2012,0,0,0,3,0,0,0,0,0,3
Wed_Jan_18_083418_EST_2012,0,0,3,0,0,0,0,0,0,3
Mon_Feb_07_062138_EST_2011,8,0,0,0,0,0,0,0,0,8
Fri_Apr_22_070056_EDT_2011,0,0,6,0,0,0,2,0,0,8
Wed_Dec_12_093546_EST_2012,2,0,0,0,0,0,0,0,0,2
Tue_May_10_154437_EDT_2016,2,0,0,0,0,0,0,0,0,2
Sat_Jan_05_062242_EST_2013,0,1,0,0,0,0,0,2,0,3
Sat_Jan_05_062242_EST_2013,0,0,0,0,0,0,2,0,0,2
Tue_Nov_20_094636_EST_2012,2,0,0,0,0,0,0,0,0,2
Fri_Apr_08_171843_EDT_2011,3,0,0,0,0,0,0,0,0,3
Thu_Oct_10_040129_EDT_2013,0,0,0,3,0,0,0,0,0,3
Thu_Oct_10_040129_EDT_2013,0,0,3,0,0,0,0,0,0,3
Thu_Apr_14_121449_EDT_2011,14,0,0,0,0,0,0,0,0,14
Wed_Aug_25_065451_EDT_2010,2,0,0,0,0,0,0,0,0,2
Tue_Nov_20_065434_EST_2012,0,0,0,0,0,0,0,2,0,2
Tue_Nov_20_065434_EST_2012,0,0,0,0,0,0,2,0,0,2
Mon_Oct_13_071240_EDT_2014,1,0,0,0,0,0,0,0,1,2
Thu_Feb_21_090921_EST_2013,2,0,0,0,0,0,0,0,0,2
Tue_Jan_29_132122_EST_2013,0,0,0,5,0,0,0,0,0,5
Tue_Jan_29_132122_EST_2013,0,0,3,0,0,0,0,0,0,3
Tue_Jan_29_132122_EST_2013,0,0,2,0,0,0,0,0,0,2
Sun_Aug_23_102059_EDT_2015,0,0,3,0,0,0,0,0,0,3
Sun_Aug_23_102059_EDT_2015,0,0,0,5,0,0,0,0,0,5
Sun_Aug_23_102059_EDT_2015,0,0,3,0,0,0,0,0,0,3
Sun_Aug_23_102059_EDT_2015,0,0,0,2,0,0,0,0,0,2
Sun_Aug_23_102059_EDT_2015,0,0,2,0,0,0,0,0,0,2
Wed_Apr_23_063920_EDT_2014,7,0,0,0,0,0,0,0,0,7
Thu_Sep_20_100641_EDT_2012,0,0,0,0,0,0,2,0,4,6
Thu_Sep_20_100641_EDT_2012,0,0,0,0,0,0,0,2,0,2
Fri_Aug_23_152341_EDT_2013,2,0,0,0,0,0,0,0,0,2
Mon_Dec_10_100719_EST_2012,3,0,0,0,0,0,0,0,0,3
Wed_Sep_05_153615_EDT_2012,0,0,2,0,0,0,0,0,0,2
Mon_Sep_02_160019_EDT_2013,0,0,0,0,0,0,0,6,0,6
Mon_Sep_02_160019_EDT_2013,0,0,0,0,0,0,13,0,0,13
Mon_Sep_02_160019_EDT_2013,0,0,0,0,0,0,0,7,0,7
Wed_Oct_03_153707_EDT_2012,2,0,0,0,0,0,0,0,0,2
Wed_Aug_13_102238_EDT_2014,2,0,0,0,0,0,0,0,0,2
Fri_Jul_26_104516_EDT_2013,0,1,0,0,0,0,0,18,0,19
Fri_Jul_26_104516_EDT_2013,0,0,0,0,0,0,18,0,0,18
Tue_Jan_29_170546_EST_2013,2,0,0,0,0,0,0,0,0,2
Wed_May_28_043719_EDT_2014,3,0,0,0,0,0,0,0,0,3
Wed_May_28_043719_EDT_2014,3,0,0,0,0,0,0,0,0,3
Wed_May_28_042322_EDT_2014,3,0,0,0,0,0,0,0,0,3
Fri_Apr_10_064458_EDT_2015,2,0,0,0,0,0,0,0,0,2
Thu_May_22_111346_EDT_2014,3,0,0,0,0,0,0,0,0,3
Mon_Dec_08_124708_EST_2014,0,1,0,0,0,0,0,2,0,3
Mon_Dec_08_124708_EST_2014,0,0,0,0,0,0,2,0,0,2
Thu_Feb_14_103214_EST_2013,0,1,0,0,0,0,0,6,0,7
Thu_Feb_14_103214_EST_2013,0,1,0,0,0,0,0,1,1,3
Thu_Feb_14_103214_EST_2013,0,0,0,0,0,0,7,0,0,7
Tue_Sep_01_160034_EDT_2015,3,0,0,0,0,0,0,0,0,3
Tue_Aug_25_091726_EDT_2015,2,0,0,0,0,0,0,0,0,2
Wed_Mar_23_144959_EDT_2011,6,0,0,0,0,0,0,0,0,6
Mon_Mar_30_095832_EDT_2015,1,0,0,0,0,0,0,0,1,2
Mon_Mar_30_095832_EDT_2015,1,0,0,0,0,0,0,0,1,2
Thu_Oct_01_165046_EDT_2015,2,0,0,0,0,0,0,0,0,2
Thu_Aug_29_113222_EDT_2013,0,0,0,0,0,0,2,0,0,2
Mon_Aug_18_130548_EDT_2014,8,0,0,0,0,0,0,0,0,8
Tue_Mar_22_054404_EDT_2011,2,0,0,0,0,0,0,0,0,2
Tue_Jan_31_203022_EST_2012,3,0,0,0,0,0,0,0,2,5
Thu_Oct_16_095547_EDT_2014,3,0,0,0,0,0,0,0,0,3
Sat_Sep_19_063723_EDT_2015,2,0,0,0,0,0,0,0,0,2
Wed_Feb_04_121329_EST_2015,2,0,0,0,0,0,0,0,0,2
Wed_Aug_14_100942_EDT_2013,3,0,0,0,0,0,0,0,0,3
Wed_Feb_04_050506_EST_2015,2,0,0,0,0,0,0,0,0,2
